device_id,timestamp,kwh,location
E-003,2025-10-12T14:00:00+00:00,0.99,CLUJ-B
E-003,2025-10-12T15:00:00+00:00,0.794,CLUJ-B
E-003,2025-10-12T16:00:00+00:00,1.238,CLUJ-B
E-003,2025-10-12T17:00:00+00:00,1.279,CLUJ-B
E-003,2025-10-12T18:00:00+00:00,0.905,CLUJ-B
E-003,2025-10-12T19:00:00+00:00,0.406,CLUJ-B
E-003,2025-10-12T20:00:00+00:00,1.077,CLUJ-B
E-003,2025-10-12T21:00:00+00:00,0.441,CLUJ-B
E-003,2025-10-12T22:00:00+00:00,1.195,CLUJ-B
E-003,2025-10-12T23:00:00+00:00,1.117,CLUJ-B
E-003,2025-10-13T00:00:00+00:00,1.255,CLUJ-B
E-003,2025-10-13T01:00:00+00:00,0.952,CLUJ-B
E-003,2025-10-13T02:00:00+00:00,0.828,CLUJ-B
E-003,2025-10-13T03:00:00+00:00,0.81,CLUJ-B
E-003,2025-10-13T04:00:00+00:00,0.791,CLUJ-B
E-003,2025-10-13T05:00:00+00:00,1.096,CLUJ-B
E-003,2025-10-13T06:00:00+00:00,1.042,CLUJ-B
E-003,2025-10-13T07:00:00+00:00,0.924,CLUJ-B
E-003,2025-10-13T08:00:00+00:00,0.756,CLUJ-B
E-003,2025-10-13T09:00:00+00:00,1.426,CLUJ-B
E-003,2025-10-13T10:00:00+00:00,1.082,CLUJ-B
E-003,2025-10-13T11:00:00+00:00,0.58,CLUJ-B
E-003,2025-10-13T12:00:00+00:00,0.797,CLUJ-B
E-003,2025-10-13T13:00:00+00:00,1.086,CLUJ-B
E-003,2025-10-13T14:00:00+00:00,0.74,CLUJ-B
E-003,2025-10-13T15:00:00+00:00,0.97,CLUJ-B
E-003,2025-10-13T16:00:00+00:00,1.09,CLUJ-B
E-003,2025-10-13T17:00:00+00:00,0.222,CLUJ-B
E-003,2025-10-13T18:00:00+00:00,0.878,CLUJ-B
E-003,2025-10-13T19:00:00+00:00,0.886,CLUJ-B
E-003,2025-10-13T20:00:00+00:00,0.818,CLUJ-B
E-003,2025-10-13T21:00:00+00:00,0.96,CLUJ-B
E-003,2025-10-13T22:00:00+00:00,1.032,CLUJ-B
E-003,2025-10-13T23:00:00+00:00,0.928,CLUJ-B
E-003,2025-10-14T00:00:00+00:00,0.825,CLUJ-B
E-003,2025-10-14T01:00:00+00:00,1.027,CLUJ-B
E-003,2025-10-14T02:00:00+00:00,0.91,CLUJ-B
E-003,2025-10-14T03:00:00+00:00,0.854,CLUJ-B
E-003,2025-10-14T04:00:00+00:00,0.638,CLUJ-B
E-003,2025-10-14T05:00:00+00:00,0.587,CLUJ-B
E-003,2025-10-14T06:00:00+00:00,0.634,CLUJ-B
E-003,2025-10-14T07:00:00+00:00,0.956,CLUJ-B
E-003,2025-10-14T08:00:00+00:00,0.884,CLUJ-B
E-003,2025-10-14T09:00:00+00:00,0.604,CLUJ-B
E-003,2025-10-14T10:00:00+00:00,1.029,CLUJ-B
E-003,2025-10-14T11:00:00+00:00,1.175,CLUJ-B
E-003,2025-10-14T12:00:00+00:00,0.78,CLUJ-B
E-003,2025-10-14T13:00:00+00:00,0.552,CLUJ-B
E-003,2025-10-14T14:00:00+00:00,0.758,CLUJ-B
E-003,2025-10-14T15:00:00+00:00,1.071,CLUJ-B
E-003,2025-10-14T16:00:00+00:00,1.01,CLUJ-B
E-003,2025-10-14T17:00:00+00:00,0.716,CLUJ-B
E-003,2025-10-14T18:00:00+00:00,1.204,CLUJ-B
E-003,2025-10-14T19:00:00+00:00,1.17,CLUJ-B
E-003,2025-10-14T20:00:00+00:00,0.753,CLUJ-B
E-003,2025-10-14T21:00:00+00:00,0.751,CLUJ-B
E-003,2025-10-14T22:00:00+00:00,0.781,CLUJ-B
E-003,2025-10-14T23:00:00+00:00,0.799,CLUJ-B
E-003,2025-10-15T00:00:00+00:00,1.09,CLUJ-B
E-003,2025-10-15T01:00:00+00:00,0.985,CLUJ-B
E-003,2025-10-15T02:00:00+00:00,1.075,CLUJ-B
E-003,2025-10-15T03:00:00+00:00,1.035,CLUJ-B
E-003,2025-10-15T04:00:00+00:00,1.243,CLUJ-B
E-003,2025-10-15T05:00:00+00:00,0.688,CLUJ-B
E-003,2025-10-15T06:00:00+00:00,0.976,CLUJ-B
E-003,2025-10-15T07:00:00+00:00,0.465,CLUJ-B
E-003,2025-10-15T08:00:00+00:00,0.637,CLUJ-B
E-003,2025-10-15T09:00:00+00:00,0.885,CLUJ-B
E-003,2025-10-15T10:00:00+00:00,0.984,CLUJ-B
E-003,2025-10-15T11:00:00+00:00,0.88,CLUJ-B
E-003,2025-10-15T12:00:00+00:00,0.787,CLUJ-B
E-003,2025-10-15T13:00:00+00:00,0.822,CLUJ-B
E-003,2025-10-15T14:00:00+00:00,1.174,CLUJ-B
E-003,2025-10-15T15:00:00+00:00,0.823,CLUJ-B
E-003,2025-10-15T16:00:00+00:00,1.25,CLUJ-B
E-003,2025-10-15T17:00:00+00:00,1.059,CLUJ-B
E-003,2025-10-15T18:00:00+00:00,0.992,CLUJ-B
E-003,2025-10-15T19:00:00+00:00,0.661,CLUJ-B
E-003,2025-10-15T20:00:00+00:00,1.087,CLUJ-B
E-003,2025-10-15T21:00:00+00:00,0.801,CLUJ-B
E-003,2025-10-15T22:00:00+00:00,0.661,CLUJ-B
E-003,2025-10-15T23:00:00+00:00,1.003,CLUJ-B
E-003,2025-10-16T00:00:00+00:00,0.622,CLUJ-B
E-003,2025-10-16T01:00:00+00:00,0.748,CLUJ-B
E-003,2025-10-16T02:00:00+00:00,0.898,CLUJ-B
E-003,2025-10-16T03:00:00+00:00,1.344,CLUJ-B
E-003,2025-10-16T04:00:00+00:00,0.763,CLUJ-B
E-003,2025-10-16T05:00:00+00:00,0.808,CLUJ-B
E-003,2025-10-16T06:00:00+00:00,1.046,CLUJ-B
E-003,2025-10-16T07:00:00+00:00,0.652,CLUJ-B
E-003,2025-10-16T08:00:00+00:00,0.989,CLUJ-B
E-003,2025-10-16T09:00:00+00:00,1.141,CLUJ-B
E-003,2025-10-16T10:00:00+00:00,0.839,CLUJ-B
E-003,2025-10-16T11:00:00+00:00,1.105,CLUJ-B
E-003,2025-10-16T12:00:00+00:00,0.958,CLUJ-B
E-003,2025-10-16T13:00:00+00:00,0.754,CLUJ-B
E-003,2025-10-16T14:00:00+00:00,0.86,CLUJ-B
E-003,2025-10-16T15:00:00+00:00,0.824,CLUJ-B
E-003,2025-10-16T16:00:00+00:00,0.882,CLUJ-B
E-003,2025-10-16T17:00:00+00:00,0.931,CLUJ-B
E-003,2025-10-16T18:00:00+00:00,1.018,CLUJ-B
E-003,2025-10-16T19:00:00+00:00,1.002,CLUJ-B
E-003,2025-10-16T20:00:00+00:00,0.414,CLUJ-B
E-003,2025-10-16T21:00:00+00:00,0.881,CLUJ-B
E-003,2025-10-16T22:00:00+00:00,0.598,CLUJ-B
E-003,2025-10-16T23:00:00+00:00,0.845,CLUJ-B
E-003,2025-10-17T00:00:00+00:00,0.875,CLUJ-B
E-003,2025-10-17T01:00:00+00:00,1.095,CLUJ-B
E-003,2025-10-17T02:00:00+00:00,0.894,CLUJ-B
E-003,2025-10-17T03:00:00+00:00,0.952,CLUJ-B
E-003,2025-10-17T04:00:00+00:00,1.059,CLUJ-B
E-003,2025-10-17T05:00:00+00:00,1.146,CLUJ-B
E-003,2025-10-17T06:00:00+00:00,0.875,CLUJ-B
E-003,2025-10-17T07:00:00+00:00,0.919,CLUJ-B
E-003,2025-10-17T08:00:00+00:00,0.902,CLUJ-B
E-003,2025-10-17T09:00:00+00:00,0.791,CLUJ-B
E-003,2025-10-17T10:00:00+00:00,0.746,CLUJ-B
E-003,2025-10-17T11:00:00+00:00,0.446,CLUJ-B
E-003,2025-10-17T12:00:00+00:00,0.685,CLUJ-B
E-003,2025-10-17T13:00:00+00:00,0.544,CLUJ-B
E-003,2025-10-17T14:00:00+00:00,1.151,CLUJ-B
E-003,2025-10-17T15:00:00+00:00,0.938,CLUJ-B
E-003,2025-10-17T16:00:00+00:00,0.875,CLUJ-B
E-003,2025-10-17T17:00:00+00:00,0.757,CLUJ-B
E-003,2025-10-17T18:00:00+00:00,0.906,CLUJ-B
E-003,2025-10-17T19:00:00+00:00,0.73,CLUJ-B
E-003,2025-10-17T20:00:00+00:00,0.935,CLUJ-B
E-003,2025-10-17T21:00:00+00:00,0.949,CLUJ-B
E-003,2025-10-17T22:00:00+00:00,0.728,CLUJ-B
E-003,2025-10-17T23:00:00+00:00,0.724,CLUJ-B
E-003,2025-10-18T00:00:00+00:00,1.092,CLUJ-B
E-003,2025-10-18T01:00:00+00:00,0.889,CLUJ-B
E-003,2025-10-18T02:00:00+00:00,0.744,CLUJ-B
E-003,2025-10-18T03:00:00+00:00,0.826,CLUJ-B
E-003,2025-10-18T04:00:00+00:00,0.698,CLUJ-B
E-003,2025-10-18T05:00:00+00:00,0.887,CLUJ-B
E-003,2025-10-18T06:00:00+00:00,1.066,CLUJ-B
E-003,2025-10-18T07:00:00+00:00,0.894,CLUJ-B
E-003,2025-10-18T08:00:00+00:00,1.373,CLUJ-B
E-003,2025-10-18T09:00:00+00:00,0.984,CLUJ-B
E-003,2025-10-18T10:00:00+00:00,0.946,CLUJ-B
E-003,2025-10-18T11:00:00+00:00,0.718,CLUJ-B
E-003,2025-10-18T12:00:00+00:00,0.852,CLUJ-B
E-003,2025-10-18T13:00:00+00:00,0.744,CLUJ-B
E-003,2025-10-18T14:00:00+00:00,0.467,CLUJ-B
E-003,2025-10-18T15:00:00+00:00,1.095,CLUJ-B
E-003,2025-10-18T16:00:00+00:00,0.798,CLUJ-B
E-003,2025-10-18T17:00:00+00:00,0.748,CLUJ-B
E-003,2025-10-18T18:00:00+00:00,0.942,CLUJ-B
E-003,2025-10-18T19:00:00+00:00,1.002,CLUJ-B
E-003,2025-10-18T20:00:00+00:00,0.836,CLUJ-B
E-003,2025-10-18T21:00:00+00:00,0.899,CLUJ-B
E-003,2025-10-18T22:00:00+00:00,1.049,CLUJ-B
E-003,2025-10-18T23:00:00+00:00,0.828,CLUJ-B
E-003,2025-10-19T00:00:00+00:00,0.96,CLUJ-B
E-003,2025-10-19T01:00:00+00:00,0.568,CLUJ-B
E-003,2025-10-19T02:00:00+00:00,0.652,CLUJ-B
E-003,2025-10-19T03:00:00+00:00,1.021,CLUJ-B
E-003,2025-10-19T04:00:00+00:00,0.641,CLUJ-B
E-003,2025-10-19T05:00:00+00:00,0.947,CLUJ-B
E-003,2025-10-19T06:00:00+00:00,0.871,CLUJ-B
E-003,2025-10-19T07:00:00+00:00,0.827,CLUJ-B
E-003,2025-10-19T08:00:00+00:00,0.734,CLUJ-B
E-003,2025-10-19T09:00:00+00:00,1.082,CLUJ-B
E-003,2025-10-19T10:00:00+00:00,1.246,CLUJ-B
E-003,2025-10-19T11:00:00+00:00,0.96,CLUJ-B
E-003,2025-10-19T12:00:00+00:00,0.964,CLUJ-B
E-003,2025-10-19T13:00:00+00:00,0.764,CLUJ-B
E-003,2025-10-19T14:00:00+00:00,0.661,CLUJ-B
E-003,2025-10-19T15:00:00+00:00,0.892,CLUJ-B
E-003,2025-10-19T16:00:00+00:00,0.705,CLUJ-B
E-003,2025-10-19T17:00:00+00:00,0.545,CLUJ-B
E-003,2025-10-19T18:00:00+00:00,1.061,CLUJ-B
E-003,2025-10-19T19:00:00+00:00,1.07,CLUJ-B
E-003,2025-10-19T20:00:00+00:00,0.728,CLUJ-B
E-003,2025-10-19T21:00:00+00:00,0.949,CLUJ-B
E-003,2025-10-19T22:00:00+00:00,1.1,CLUJ-B
E-003,2025-10-19T23:00:00+00:00,0.941,CLUJ-B
E-003,2025-10-20T00:00:00+00:00,0.661,CLUJ-B
E-003,2025-10-20T01:00:00+00:00,0.853,CLUJ-B
E-003,2025-10-20T02:00:00+00:00,1.165,CLUJ-B
E-003,2025-10-20T03:00:00+00:00,0.949,CLUJ-B
E-003,2025-10-20T04:00:00+00:00,1.008,CLUJ-B
E-003,2025-10-20T05:00:00+00:00,0.968,CLUJ-B
E-003,2025-10-20T06:00:00+00:00,0.729,CLUJ-B
E-003,2025-10-20T07:00:00+00:00,0.776,CLUJ-B
E-003,2025-10-20T08:00:00+00:00,0.968,CLUJ-B
E-003,2025-10-20T09:00:00+00:00,1.063,CLUJ-B
E-003,2025-10-20T10:00:00+00:00,1.12,CLUJ-B
E-003,2025-10-20T11:00:00+00:00,0.728,CLUJ-B
E-003,2025-10-20T12:00:00+00:00,0.987,CLUJ-B
E-003,2025-10-20T13:00:00+00:00,1.137,CLUJ-B
E-003,2025-10-20T14:00:00+00:00,0.703,CLUJ-B
E-003,2025-10-20T15:00:00+00:00,1.197,CLUJ-B
E-003,2025-10-20T16:00:00+00:00,1.228,CLUJ-B
E-003,2025-10-20T17:00:00+00:00,1.425,CLUJ-B
E-003,2025-10-20T18:00:00+00:00,0.946,CLUJ-B
E-003,2025-10-20T19:00:00+00:00,0.947,CLUJ-B
E-003,2025-10-20T20:00:00+00:00,1.065,CLUJ-B
E-003,2025-10-20T21:00:00+00:00,1.06,CLUJ-B
E-003,2025-10-20T22:00:00+00:00,1.125,CLUJ-B
E-003,2025-10-20T23:00:00+00:00,1.057,CLUJ-B
E-003,2025-10-21T00:00:00+00:00,0.879,CLUJ-B
E-003,2025-10-21T01:00:00+00:00,1.144,CLUJ-B
E-003,2025-10-21T02:00:00+00:00,0.686,CLUJ-B
E-003,2025-10-21T03:00:00+00:00,0.901,CLUJ-B
E-003,2025-10-21T04:00:00+00:00,1.213,CLUJ-B
E-003,2025-10-21T05:00:00+00:00,0.65,CLUJ-B
E-003,2025-10-21T06:00:00+00:00,0.765,CLUJ-B
E-003,2025-10-21T07:00:00+00:00,1.034,CLUJ-B
E-003,2025-10-21T08:00:00+00:00,0.979,CLUJ-B
E-003,2025-10-21T09:00:00+00:00,0.725,CLUJ-B
E-003,2025-10-21T10:00:00+00:00,0.817,CLUJ-B
E-003,2025-10-21T11:00:00+00:00,0.664,CLUJ-B
E-003,2025-10-21T12:00:00+00:00,1.096,CLUJ-B
E-003,2025-10-21T13:00:00+00:00,0.849,CLUJ-B
E-003,2025-10-21T14:00:00+00:00,1.258,CLUJ-B
E-003,2025-10-21T15:00:00+00:00,0.916,CLUJ-B
E-003,2025-10-21T16:00:00+00:00,0.856,CLUJ-B
E-003,2025-10-21T17:00:00+00:00,0.837,CLUJ-B
E-003,2025-10-21T18:00:00+00:00,0.851,CLUJ-B
E-003,2025-10-21T19:00:00+00:00,0.922,CLUJ-B
E-004,2025-10-01T00:00:00+00:00,1.221,CLUJ-E
E-004,2025-10-01T01:00:00+00:00,1.212,CLUJ-E
E-004,2025-10-01T02:00:00+00:00,0.702,CLUJ-E
E-004,2025-10-01T03:00:00+00:00,0.977,CLUJ-E
E-004,2025-10-01T04:00:00+00:00,1.114,CLUJ-E
E-004,2025-10-01T05:00:00+00:00,1.07,CLUJ-E
E-004,2025-10-01T06:00:00+00:00,0.916,CLUJ-E
E-004,2025-10-01T07:00:00+00:00,1.161,CLUJ-E
E-004,2025-10-01T08:00:00+00:00,0.719,CLUJ-E
E-004,2025-10-01T09:00:00+00:00,0.839,CLUJ-E
E-004,2025-10-01T10:00:00+00:00,0.724,CLUJ-E
E-004,2025-10-01T11:00:00+00:00,1.056,CLUJ-E
E-004,2025-10-01T12:00:00+00:00,0.783,CLUJ-E
E-004,2025-10-01T13:00:00+00:00,0.866,CLUJ-E
E-004,2025-10-01T14:00:00+00:00,1.024,CLUJ-E
E-004,2025-10-01T15:00:00+00:00,1.04,CLUJ-E
E-004,2025-10-01T16:00:00+00:00,0.719,CLUJ-E
E-004,2025-10-01T17:00:00+00:00,1.111,CLUJ-E
E-004,2025-10-01T18:00:00+00:00,0.991,CLUJ-E
E-004,2025-10-01T19:00:00+00:00,0.684,CLUJ-E
E-004,2025-10-01T20:00:00+00:00,0.634,CLUJ-E
E-004,2025-10-01T21:00:00+00:00,0.897,CLUJ-E
E-004,2025-10-01T22:00:00+00:00,1.07,CLUJ-E
E-004,2025-10-01T23:00:00+00:00,1.075,CLUJ-E
E-004,2025-10-02T00:00:00+00:00,0.971,CLUJ-E
E-004,2025-10-02T01:00:00+00:00,0.91,CLUJ-E
E-004,2025-10-02T02:00:00+00:00,1.002,CLUJ-E
E-004,2025-10-02T03:00:00+00:00,0.729,CLUJ-E
E-004,2025-10-02T04:00:00+00:00,1.237,CLUJ-E
E-004,2025-10-02T05:00:00+00:00,1.235,CLUJ-E
E-004,2025-10-02T06:00:00+00:00,0.986,CLUJ-E
E-004,2025-10-02T07:00:00+00:00,0.939,CLUJ-E
E-004,2025-10-02T08:00:00+00:00,0.818,CLUJ-E
E-004,2025-10-02T09:00:00+00:00,1.006,CLUJ-E
E-004,2025-10-02T10:00:00+00:00,0.762,CLUJ-E
E-004,2025-10-02T11:00:00+00:00,0.455,CLUJ-E
E-004,2025-10-02T12:00:00+00:00,0.357,CLUJ-E
E-004,2025-10-02T13:00:00+00:00,0.74,CLUJ-E
E-004,2025-10-02T14:00:00+00:00,0.931,CLUJ-E
E-004,2025-10-02T15:00:00+00:00,0.966,CLUJ-E
E-004,2025-10-02T16:00:00+00:00,0.803,CLUJ-E
E-004,2025-10-02T17:00:00+00:00,0.928,CLUJ-E
E-004,2025-10-02T18:00:00+00:00,0.845,CLUJ-E
E-004,2025-10-02T19:00:00+00:00,0.7,CLUJ-E
E-004,2025-10-02T20:00:00+00:00,0.889,CLUJ-E
E-004,2025-10-02T21:00:00+00:00,1.063,CLUJ-E
E-004,2025-10-02T22:00:00+00:00,0.709,CLUJ-E
E-004,2025-10-02T23:00:00+00:00,0.709,CLUJ-E
E-004,2025-10-03T00:00:00+00:00,0.686,CLUJ-E
E-004,2025-10-03T01:00:00+00:00,0.513,CLUJ-E
E-004,2025-10-03T02:00:00+00:00,0.804,CLUJ-E
E-004,2025-10-03T03:00:00+00:00,1.043,CLUJ-E
E-004,2025-10-03T04:00:00+00:00,0.935,CLUJ-E
E-004,2025-10-03T05:00:00+00:00,0.866,CLUJ-E
E-004,2025-10-03T06:00:00+00:00,0.926,CLUJ-E
E-004,2025-10-03T07:00:00+00:00,0.802,CLUJ-E
E-004,2025-10-03T08:00:00+00:00,0.51,CLUJ-E
E-004,2025-10-03T09:00:00+00:00,1.057,CLUJ-E
E-004,2025-10-03T10:00:00+00:00,1.114,CLUJ-E
E-004,2025-10-03T11:00:00+00:00,0.754,CLUJ-E
E-004,2025-10-03T12:00:00+00:00,0.87,CLUJ-E
E-004,2025-10-03T13:00:00+00:00,0.853,CLUJ-E
E-004,2025-10-03T14:00:00+00:00,0.97,CLUJ-E
E-004,2025-10-03T15:00:00+00:00,1.238,CLUJ-E
E-004,2025-10-03T16:00:00+00:00,1.132,CLUJ-E
E-004,2025-10-03T17:00:00+00:00,0.825,CLUJ-E
E-004,2025-10-03T18:00:00+00:00,1.008,CLUJ-E
E-004,2025-10-03T19:00:00+00:00,1.151,CLUJ-E
E-004,2025-10-03T20:00:00+00:00,0.982,CLUJ-E
E-004,2025-10-03T21:00:00+00:00,0.899,CLUJ-E
E-004,2025-10-03T22:00:00+00:00,0.989,CLUJ-E
E-004,2025-10-03T23:00:00+00:00,0.759,CLUJ-E
E-004,2025-10-04T00:00:00+00:00,0.789,CLUJ-E
E-004,2025-10-04T01:00:00+00:00,0.687,CLUJ-E
E-004,2025-10-04T02:00:00+00:00,0.961,CLUJ-E
E-004,2025-10-04T03:00:00+00:00,0.874,CLUJ-E
E-004,2025-10-04T04:00:00+00:00,0.735,CLUJ-E
E-004,2025-10-04T05:00:00+00:00,0.867,CLUJ-E
E-004,2025-10-04T06:00:00+00:00,0.994,CLUJ-E
E-004,2025-10-04T07:00:00+00:00,1.283,CLUJ-E
E-004,2025-10-04T08:00:00+00:00,1.102,CLUJ-E
E-004,2025-10-04T09:00:00+00:00,0.443,CLUJ-E
E-004,2025-10-04T10:00:00+00:00,0.948,CLUJ-E
E-004,2025-10-04T11:00:00+00:00,1.186,CLUJ-E
E-004,2025-10-04T12:00:00+00:00,0.632,CLUJ-E
E-004,2025-10-04T13:00:00+00:00,1.01,CLUJ-E
E-004,2025-10-04T14:00:00+00:00,0.853,CLUJ-E
E-004,2025-10-04T15:00:00+00:00,1.13,CLUJ-E
E-004,2025-10-04T16:00:00+00:00,0.981,CLUJ-E
E-004,2025-10-04T17:00:00+00:00,0.723,CLUJ-E
E-004,2025-10-04T18:00:00+00:00,0.86,CLUJ-E
E-004,2025-10-04T19:00:00+00:00,0.872,CLUJ-E
E-004,2025-10-04T20:00:00+00:00,0.875,CLUJ-E
E-004,2025-10-04T21:00:00+00:00,1.124,CLUJ-E
E-004,2025-10-04T22:00:00+00:00,0.731,CLUJ-E
E-004,2025-10-04T23:00:00+00:00,1.101,CLUJ-E
E-004,2025-10-05T00:00:00+00:00,0.84,CLUJ-E
E-004,2025-10-05T01:00:00+00:00,0.945,CLUJ-E
E-004,2025-10-05T02:00:00+00:00,0.914,CLUJ-E
E-004,2025-10-05T03:00:00+00:00,0.896,CLUJ-E
E-004,2025-10-05T04:00:00+00:00,0.897,CLUJ-E
E-004,2025-10-05T05:00:00+00:00,1.191,CLUJ-E
E-004,2025-10-05T06:00:00+00:00,1.068,CLUJ-E
E-004,2025-10-05T07:00:00+00:00,0.827,CLUJ-E
E-004,2025-10-05T08:00:00+00:00,1.217,CLUJ-E
E-004,2025-10-05T09:00:00+00:00,0.955,CLUJ-E
E-004,2025-10-05T10:00:00+00:00,0.972,CLUJ-E
E-004,2025-10-05T11:00:00+00:00,0.733,CLUJ-E
E-004,2025-10-05T12:00:00+00:00,0.801,CLUJ-E
E-004,2025-10-05T13:00:00+00:00,0.762,CLUJ-E
E-004,2025-10-05T14:00:00+00:00,0.917,CLUJ-E
E-004,2025-10-05T15:00:00+00:00,1.028,CLUJ-E
E-004,2025-10-05T16:00:00+00:00,0.973,CLUJ-E
E-004,2025-10-05T17:00:00+00:00,1.218,CLUJ-E
E-004,2025-10-05T18:00:00+00:00,0.722,CLUJ-E
E-004,2025-10-05T19:00:00+00:00,0.923,CLUJ-E
E-004,2025-10-05T20:00:00+00:00,0.643,CLUJ-E
E-004,2025-10-05T21:00:00+00:00,0.716,CLUJ-E
E-004,2025-10-05T22:00:00+00:00,1.153,CLUJ-E
E-004,2025-10-05T23:00:00+00:00,0.807,CLUJ-E
E-004,2025-10-06T00:00:00+00:00,0.739,CLUJ-E
E-004,2025-10-06T01:00:00+00:00,0.474,CLUJ-E
E-004,2025-10-06T02:00:00+00:00,0.737,CLUJ-E
E-004,2025-10-06T03:00:00+00:00,0.859,CLUJ-E
E-004,2025-10-06T04:00:00+00:00,0.629,CLUJ-E
E-004,2025-10-06T05:00:00+00:00,0.847,CLUJ-E
E-004,2025-10-06T06:00:00+00:00,1.154,CLUJ-E
E-004,2025-10-06T07:00:00+00:00,0.759,CLUJ-E
E-004,2025-10-06T08:00:00+00:00,0.711,CLUJ-E
E-004,2025-10-06T09:00:00+00:00,0.675,CLUJ-E
E-004,2025-10-06T10:00:00+00:00,0.672,CLUJ-E
E-004,2025-10-06T11:00:00+00:00,1.007,CLUJ-E
E-004,2025-10-06T12:00:00+00:00,0.91,CLUJ-E
E-004,2025-10-06T13:00:00+00:00,1.091,CLUJ-E
E-004,2025-10-06T14:00:00+00:00,1.304,CLUJ-E
E-004,2025-10-06T15:00:00+00:00,0.534,CLUJ-E
E-004,2025-10-06T16:00:00+00:00,0.976,CLUJ-E
E-004,2025-10-06T17:00:00+00:00,0.676,CLUJ-E
E-004,2025-10-06T18:00:00+00:00,1.058,CLUJ-E
E-004,2025-10-06T19:00:00+00:00,0.846,CLUJ-E
E-004,2025-10-06T20:00:00+00:00,0.905,CLUJ-E
E-004,2025-10-06T21:00:00+00:00,0.643,CLUJ-E
E-004,2025-10-06T22:00:00+00:00,0.815,CLUJ-E
E-004,2025-10-06T23:00:00+00:00,0.918,CLUJ-E
E-004,2025-10-07T00:00:00+00:00,1.171,CLUJ-E
E-004,2025-10-07T01:00:00+00:00,0.741,CLUJ-E
E-004,2025-10-07T02:00:00+00:00,0.79,CLUJ-E
E-004,2025-10-07T03:00:00+00:00,1.089,CLUJ-E
E-004,2025-10-07T04:00:00+00:00,0.728,CLUJ-E
E-004,2025-10-07T05:00:00+00:00,1.128,CLUJ-E
E-004,2025-10-07T06:00:00+00:00,0.898,CLUJ-E
E-004,2025-10-07T07:00:00+00:00,0.961,CLUJ-E
E-004,2025-10-07T08:00:00+00:00,0.974,CLUJ-E
E-004,2025-10-07T09:00:00+00:00,0.777,CLUJ-E
E-004,2025-10-07T10:00:00+00:00,0.978,CLUJ-E
E-004,2025-10-07T11:00:00+00:00,0.746,CLUJ-E
E-004,2025-10-07T12:00:00+00:00,0.8,CLUJ-E
E-004,2025-10-07T13:00:00+00:00,1.012,CLUJ-E
E-004,2025-10-07T14:00:00+00:00,0.959,CLUJ-E
E-004,2025-10-07T15:00:00+00:00,0.885,CLUJ-E
E-004,2025-10-07T16:00:00+00:00,0.648,CLUJ-E
E-004,2025-10-07T17:00:00+00:00,0.698,CLUJ-E
E-004,2025-10-07T18:00:00+00:00,0.955,CLUJ-E
E-004,2025-10-07T19:00:00+00:00,1.046,CLUJ-E
E-004,2025-10-07T20:00:00+00:00,0.678,CLUJ-E
E-004,2025-10-07T21:00:00+00:00,0.732,CLUJ-E
E-004,2025-10-07T22:00:00+00:00,0.927,CLUJ-E
E-004,2025-10-07T23:00:00+00:00,0.923,CLUJ-E
E-004,2025-10-08T00:00:00+00:00,0.575,CLUJ-E
E-004,2025-10-08T01:00:00+00:00,0.932,CLUJ-E
E-004,2025-10-08T02:00:00+00:00,0.78,CLUJ-E
E-004,2025-10-08T03:00:00+00:00,1.228,CLUJ-E
E-004,2025-10-08T04:00:00+00:00,0.95,CLUJ-E
E-004,2025-10-08T05:00:00+00:00,0.984,CLUJ-E
E-004,2025-10-08T06:00:00+00:00,0.989,CLUJ-E
E-004,2025-10-08T07:00:00+00:00,0.657,CLUJ-E
E-004,2025-10-08T08:00:00+00:00,1.289,CLUJ-E
E-004,2025-10-08T09:00:00+00:00,0.575,CLUJ-E
E-004,2025-10-08T10:00:00+00:00,1.059,CLUJ-E
E-004,2025-10-08T11:00:00+00:00,1.024,CLUJ-E
E-004,2025-10-08T12:00:00+00:00,0.805,CLUJ-E
E-004,2025-10-08T13:00:00+00:00,1.033,CLUJ-E
E-004,2025-10-08T14:00:00+00:00,0.836,CLUJ-E
E-004,2025-10-08T15:00:00+00:00,0.765,CLUJ-E
E-004,2025-10-08T16:00:00+00:00,0.994,CLUJ-E
E-004,2025-10-08T17:00:00+00:00,0.699,CLUJ-E
E-004,2025-10-08T18:00:00+00:00,0.855,CLUJ-E
E-004,2025-10-08T19:00:00+00:00,0.781,CLUJ-E
E-004,2025-10-08T20:00:00+00:00,0.833,CLUJ-E
E-004,2025-10-08T21:00:00+00:00,0.987,CLUJ-E
E-004,2025-10-08T22:00:00+00:00,0.781,CLUJ-E
E-004,2025-10-08T23:00:00+00:00,0.862,CLUJ-E
E-004,2025-10-09T00:00:00+00:00,0.799,CLUJ-E
E-004,2025-10-09T01:00:00+00:00,1.189,CLUJ-E
E-004,2025-10-09T02:00:00+00:00,0.969,CLUJ-E
E-004,2025-10-09T03:00:00+00:00,0.944,CLUJ-E
E-004,2025-10-09T04:00:00+00:00,1.037,CLUJ-E
E-004,2025-10-09T05:00:00+00:00,0.781,CLUJ-E
E-004,2025-10-09T06:00:00+00:00,1.072,CLUJ-E
E-004,2025-10-09T07:00:00+00:00,0.969,CLUJ-E
E-004,2025-10-09T08:00:00+00:00,0.588,CLUJ-E
